#Digilent WaveForms Oscilloscope XY
#Device Name: Discovery2
#Serial Number: SN:210321AE2F23
#Date Time: 2020-08-13 20:07:52.850

Math 1 (V),Math 2 (V)
0.3511414809769063,1.410962463337308e-05
0.3511567661121673,1.040198091999808e-05
0.3511567661121673,1.040198091999808e-05
0.3474644075340533,1.040198091999808e-05
0.3437720489559409,1.040198091999808e-05
0.3400796903778253,1.040198091999808e-05
0.3326949732216005,1.040198091999808e-05
0.3252949709301116,1.41096246333714e-05
0.3253102560653691,1.040198091999977e-05
0.3179255389091444,1.040198091999808e-05
0.3253255412006301,6.694337206623083e-06
0.3216484677577787,2.98669349324977e-06
0.317940824044402,6.694337206623083e-06
0.3142331803310288,1.04019809199964e-05
0.314248465466288,6.694337206623083e-06
0.3105561068881756,6.694337206623083e-06
0.3068484631748006,1.04019809199964e-05
0.303156104596685,1.040198091999808e-05
0.2957866725757212,6.694337206624769e-06
0.2957866725757179,6.694337206623083e-06
0.2884019554194932,6.694337206623083e-06
0.2773095945498868,1.040198091999808e-05
0.2736172359717745,1.040198091999808e-05
0.2699248773936604,1.040198091999808e-05
0.2699248773936588,1.040198091999808e-05
0.2699401625289197,6.694337206624769e-06
0.2588630867945776,6.694337206623083e-06
0.2588783719298386,2.98669349324977e-06
0.2625860156432137,-7.209502201269147e-07
0.2588783719298403,2.986693493246398e-06
0.2478012961954966,2.986693493248084e-06
0.2514936547736089,2.986693493248084e-06
0.2440936524821249,6.694337206621398e-06
0.2330012916125236,1.04019809199964e-05
0.2367242204611528,2.986693493251456e-06
0.2219242158781765,1.040198091999808e-05
0.2293242181696621,6.694337206624769e-06
0.2182318573000624,1.040198091999808e-05
0.2145547838572111,6.694337206624769e-06
0.2182624275705844,2.986693493248084e-06
0.1997853495447617,6.694337206621398e-06
0.1997853495447533,6.694337206623083e-06
0.19607770583138,1.04019809199964e-05
0.1960929909666393,6.694337206624769e-06
0.1887082738104112,6.694337206623083e-06
0.1924159175237845,2.98669349324977e-06
0.1813082715189222,1.040198091999808e-05
0.1739235543626975,1.040198091999808e-05
0.1776311980760692,6.694337206623083e-06
0.1739541246332178,2.98669349324977e-06
0.1702464809198428,6.694337206621398e-06
0.1628464786283554,1.04019809199964e-05
0.1591694051855007,6.694337206624769e-06
0.151784688029271,6.694337206623083e-06
0.140677042024412,1.410962463336971e-05
0.144399970873043,6.694337206623083e-06
0.144384685737782,1.04019809199964e-05
0.1407076122949306,6.694337206624769e-06
0.1444152560083022,2.98669349324977e-06
0.133307610003445,1.040198091999471e-05
0.1296152514253259,1.040198091999808e-05
0.1259534631177355,2.986693493251456e-06
0.1111687436700167,6.694337206623083e-06
0.1148611022481291,6.694337206623083e-06
0.1074763850919027,6.694337206623083e-06
0.1074916702271637,2.98669349324977e-06
0.1037993116490514,2.986693493248084e-06
0.1000916679356764,6.694337206621398e-06
0.09639930935756233,6.694337206623083e-06
0.08899930706607162,1.040198091999808e-05
0.09269166564418398,1.040198091999808e-05
0.08901459220133259,6.694337206623083e-06
0.07792223133173459,1.04019809199964e-05
0.07792223133172956,1.040198091999808e-05
0.07424515788887817,6.694337206624769e-06
0.07053751417550319,1.04019809199964e-05
0.07055279931076247,6.694337206624769e-06
0.06316808215453779,6.694337206623083e-06
0.06319865242505639,-7.209502201269147e-07
0.05210629155545839,2.986693493246398e-06
0.04841393297733932,2.986693493248084e-06
0.03730628697248035,1.040198091999471e-05
0.03362921352962225,6.694337206623083e-06
0.04472157439922025,2.98669349324977e-06
0.0336292135296273,6.694337206621398e-06
0.03733685724299725,2.986693493248084e-06
0.02993685495151159,6.694337206621398e-06
0.0225368526600192,1.040198091999808e-05
0.01145977692568217,1.040198091999808e-05
0.01516742063905213,6.694337206623083e-06
0.004075059769454131,1.04019809199964e-05
0.01149034719619909,2.986693493248084e-06
0.0003827011913401148,1.040198091999471e-05
-0.003294372251516312,6.694337206624769e-06
0.0004132714618570151,2.986693493248084e-06
-0.006986730829628642,6.694337206621398e-06
-0.01067908940774603,6.694337206623083e-06
-0.01438673312111934,1.04019809199964e-05
-0.01066380427248505,2.986693493248084e-06
-0.01804852142870974,2.986693493248084e-06
-0.02543323858493779,2.986693493248084e-06
-0.02912559716305349,2.986693493248084e-06
-0.02541795344968186,-7.209502201252285e-07
-0.0328179557411692,2.986693493248084e-06
-0.04760267518887954,6.694337206621398e-06
-0.05127974863173931,2.986693493248084e-06
-0.05498739234511262,6.694337206621398e-06
-0.06607975321471736,1.040198091999808e-05
-0.0586797509232317,6.694337206624769e-06
-0.06237210950134068,6.694337206623083e-06
-0.06607975321471568,1.04019809199964e-05
-0.06978739692809066,1.41096246333714e-05
-0.06974154152230942,2.986693493248084e-06
-0.06974154152230942,2.986693493248084e-06
-0.08454154610528747,1.040198091999808e-05
-0.08452626097002652,6.694337206624769e-06
-0.08452626097002651,6.694337206623083e-06
-0.09558805156910255,2.98669349324977e-06
-0.1066956975739666,1.040198091999471e-05
-0.1029727687253373,2.986693493251456e-06
-0.1140956998654556,1.410962463336802e-05
-0.1066804124387106,6.694337206623083e-06
-0.1140651295949353,6.694337206623083e-06
-0.1251422053292807,6.694337206623083e-06
-0.1177422030377951,2.98669349324977e-06
-0.1214498467511667,6.694337206623083e-06
-0.1288345639073914,6.694337206623083e-06
-0.1251269201940215,2.98669349324977e-06
-0.1399422099122588,1.410962463337308e-05
-0.1399116396417369,6.694337206626455e-06
-0.1436192833551118,1.040198091999808e-05
-0.1473116419332242,1.040198091999808e-05
-0.1546810739541929,6.694337206623083e-06
-0.1583734325323053,6.694337206623083e-06
-0.1620657911104193,6.694337206623083e-06
-0.162081076245682,1.04019809199964e-05
-0.1694505082666457,6.694337206624769e-06
-0.1768505105581381,1.040198091999808e-05
-0.1768657956933991,1.41096246333714e-05
-0.173142866844763,6.694337206623083e-06
-0.1805275840009877,6.694337206623083e-06
-0.1842199425791051,6.694337206623083e-06
-0.1879123011572175,6.694337206623083e-06
-0.1878970160219582,2.98669349324977e-06
-0.1915740894648096,-7.209502201252285e-07
-0.1989740917562969,2.986693493246398e-06
-0.2063588089125283,2.986693493248084e-06
-0.213758811204014,6.694337206621398e-06
-0.2137435260687564,2.986693493248084e-06
-0.2137435260687564,2.986693493248084e-06
-0.2211282432249844,2.986693493248084e-06
-0.2211435283602454,6.694337206621398e-06
-0.2211282432249844,2.98669349324977e-06
-0.2248206018030984,2.986693493248084e-06
-0.2285282455164717,6.694337206621398e-06
-0.2396053212508155,6.694337206623083e-06
-0.2358823924021812,-7.209502201235429e-07
-0.2432823946936686,2.986693493248084e-06
-0.2580823992766398,1.040198091999471e-05
-0.2617747578547606,1.040198091999808e-05
-0.2617441875842387,2.986693493251456e-06
-0.265436546162351,2.986693493248084e-06
-0.2728365484538417,6.694337206623083e-06
-0.2728212633185808,2.98669349324977e-06
-0.2802212656100698,6.694337206623083e-06
-0.2913136264796677,1.04019809199964e-05
-0.2876059827662978,6.694337206623083e-06
-0.2876059827662978,6.694337206623083e-06
-0.2950059850577835,1.04019809199964e-05
-0.2949906999225259,6.694337206624769e-06
-0.2986830585006382,6.694337206623083e-06
-0.2986830585006399,6.694337206623083e-06
-0.3097754193702378,1.04019809199964e-05
-0.3171601365264709,1.040198091999808e-05
-0.31714485139121,6.694337206624769e-06
-0.320837209969324,6.694337206623083e-06
-0.3282219271255487,6.694337206623083e-06
-0.339329573130411,1.410962463336971e-05
-0.3356219294170427,1.040198091999977e-05
-0.3392990028598925,6.694337206624769e-06
-0.3429913614380082,6.694337206623083e-06
-0.3392837177246348,2.98669349324977e-06
-0.3392837177246332,2.986693493248084e-06
-0.3466684348808579,2.986693493248084e-06
-0.3503607934589752,2.986693493248084e-06
-0.3540531520370876,2.986693493248084e-06
-0.3688531566200605,1.040198091999471e-05
-0.3688531566200672,1.040198091999808e-05
-0.3725302300629187,6.694337206624769e-06
-0.3799302323544094,1.040198091999808e-05
-0.376222588641036,6.694337206624769e-06
-0.3799302323544094,1.040198091999808e-05
