#Digilent WaveForms Oscilloscope XY
#Device Name: Discovery2
#Serial Number: SN:210321AE2F23
#Date Time: 2020-08-13 20:16:02.346

Math 1 (V),Math 2 (V)
0.3511567661121673,1.040198091999808e-05
0.3474644075340533,1.040198091999808e-05
0.3474644075340533,1.040198091999808e-05
0.3363873317997111,1.040198091999808e-05
0.3289873295082256,1.41096246333714e-05
0.3289873295082222,1.410962463337308e-05
0.3215873272167366,1.781726834674639e-05
0.3252949709301065,1.410962463337477e-05
0.3216331826225177,6.694337206626455e-06
0.3179255389091428,1.04019809199964e-05
0.3142178951957661,1.410962463337308e-05
0.3179255389091394,1.040198091999977e-05
0.314263750601549,2.986693493248084e-06
0.30315610459669,1.040198091999471e-05
0.30686374831006,6.694337206623083e-06
0.2994790311538352,6.694337206623083e-06
0.2957866725757196,6.694337206623083e-06
0.2920943139976039,6.694337206623083e-06
0.2847095968413792,6.694337206623083e-06
0.2810019531280008,1.040198091999808e-05
0.2810019531280008,1.040198091999808e-05
0.2699248773936588,1.040198091999808e-05
0.2699401625289197,6.694337206624769e-06
0.2699248773936588,1.04019809199964e-05
0.2699248773936588,1.040198091999808e-05
0.2736325211070321,6.694337206624769e-06
0.2699401625289197,6.694337206623083e-06
0.2551707282164704,6.694337206623083e-06
0.2551707282164636,6.694337206623083e-06
0.2551707282164636,6.694337206623083e-06
0.2478012961954966,2.986693493248084e-06
0.2367089353258986,6.694337206621398e-06
0.2293089330344079,1.04019809199964e-05
0.2256318595915531,6.694337206624769e-06
0.2256471447268124,2.98669349324977e-06
0.2182624275705844,2.986693493248084e-06
0.2034624229876131,1.040198091999471e-05
0.2108471401438344,1.040198091999808e-05
0.2145547838572077,6.694337206624769e-06
0.2145700689924704,2.986693493248084e-06
0.2034929932581334,2.986693493248084e-06
0.1960777058313817,1.040198091999471e-05
0.1998006346800126,2.986693493251456e-06
0.1961082761019019,2.986693493248084e-06
0.1850159152322972,6.694337206623083e-06
0.1813235566541849,6.694337206623083e-06
0.1850159152322972,6.694337206623083e-06
0.1702311957845869,1.04019809199964e-05
0.1739235543626942,1.040198091999808e-05
0.1628464786283571,1.040198091999808e-05
0.1591541200502398,1.040198091999808e-05
0.1628617637636114,6.694337206624769e-06
0.1591694051855007,6.694337206623083e-06
0.151754117758749,1.410962463337308e-05
0.140692327159673,1.040198091999977e-05
0.148092329451157,6.694337206623083e-06
0.1407076122949323,6.694337206623083e-06
0.1407076122949289,6.694337206623083e-06
0.1370152537168166,6.694337206623083e-06
0.1222305342691045,1.04019809199964e-05
0.1185534608262448,6.694337206623083e-06
0.1185687459615058,2.98669349324977e-06
0.1111687436700167,6.694337206623083e-06
0.1148763873833901,2.98669349324977e-06
0.1074763850919027,6.694337206623083e-06
0.1111687436700151,6.694337206623083e-06
0.103799311649053,2.98669349324977e-06
0.107506955362423,-7.209502201252285e-07
0.09270695077945335,6.694337206619711e-06
0.09639930935756065,6.694337206623083e-06
0.08532223362322361,6.694337206623083e-06
0.07792223133172956,1.040198091999808e-05
0.07793751646699051,6.694337206624769e-06
0.06315279701927345,1.040198091999808e-05
0.06316808215453441,6.694337206624769e-06
0.06316808215453443,6.694337206623083e-06
0.05947572357642209,6.694337206623083e-06
0.05578336499830807,6.694337206623083e-06
0.0410139306858503,6.694337206623083e-06
0.04839864784207499,6.694337206623083e-06
0.04839864784207835,6.694337206623083e-06
0.04841393297733931,2.98669349324977e-06
0.04472157439922529,2.986693493248084e-06
0.03733685724300061,2.986693493248084e-06
0.02995214008677256,2.986693493248084e-06
0.01884449408190518,1.040198091999808e-05
0.01884449408190518,1.040198091999808e-05
0.01885977921716616,6.694337206623083e-06
0.00407505976945581,1.04019809199964e-05
0.004075059769449087,1.040198091999808e-05
-0.007002015964887946,1.040198091999808e-05
-0.00330965738677896,1.040198091999808e-05
-0.01438673312111599,1.040198091999808e-05
-0.006986730829635373,6.694337206624769e-06
-0.01069437454300701,1.040198091999808e-05
-0.01806380656397073,6.694337206624769e-06
-0.02177145027734908,1.040198091999808e-05
-0.0291408822983128,6.694337206624769e-06
-0.02174088000682712,2.986693493248084e-06
-0.02172559487156616,-7.209502201252285e-07
-0.02912559716305181,2.986693493246398e-06
-0.0291103120277942,-7.209502201252285e-07
-0.04387974634024357,-7.209502201269147e-07
-0.05131031890226127,1.040198091999808e-05
-0.05498739234511264,6.694337206624769e-06
-0.05497210720985334,2.986693493248084e-06
-0.05869503605848762,1.040198091999471e-05
-0.05869503605848931,1.040198091999808e-05
-0.0697873969280873,1.41096246333714e-05
-0.0697721117928314,1.040198091999977e-05
-0.06604918294419709,2.986693493251456e-06
-0.07343390010042009,2.986693493248084e-06
-0.08452626097002651,6.694337206623083e-06
-0.08821861954813885,6.694337206623083e-06
-0.09560333670436857,6.694337206623083e-06
-0.09929569528248092,6.694337206623083e-06
-0.1103880561520856,1.040198091999808e-05
-0.1066956975739733,1.040198091999808e-05
-0.1066651273034497,2.986693493251456e-06
-0.1177574881730477,6.694337206621398e-06
-0.1140651295949404,6.694337206623083e-06
-0.1251880607350637,1.781726834674808e-05
-0.1214651318864294,1.040198092000146e-05
-0.1288498490426558,1.040198091999808e-05
-0.1325422076207681,1.040198091999808e-05
-0.1399422099122588,1.410962463337308e-05
-0.1288192787721389,2.986693493253142e-06
-0.1325116373502462,2.986693493248084e-06
-0.1399116396417368,6.694337206623083e-06
-0.1510040005113348,1.04019809199964e-05
-0.1583887176675679,1.040198091999808e-05
-0.1546810739541946,6.694337206624769e-06
-0.158373432532307,6.694337206623083e-06
-0.158342862261785,-7.209502201235429e-07
-0.1657428645532707,2.986693493246398e-06
-0.1620352208399007,-7.209502201252285e-07
-0.1805428691362437,1.040198091999302e-05
-0.1842505128496271,1.410962463337308e-05
-0.1879275862924785,1.040198091999977e-05
-0.1842199425791051,6.694337206623083e-06
-0.1915893746000689,2.98669349324977e-06
-0.1990046620268222,1.040198091999808e-05
-0.1990046620268222,1.040198091999808e-05
-0.2026817354696736,6.694337206624769e-06
-0.2063893791830486,1.04019809199964e-05
-0.2174817400526483,1.41096246333714e-05
-0.2174664549173923,1.040198091999808e-05
-0.2211588134955046,1.040198091999808e-05
-0.2248511720736204,1.040198091999808e-05
-0.2137435260687614,2.986693493251456e-06
-0.2211282432249844,2.986693493248084e-06
-0.2322206040945824,6.694337206621398e-06
-0.2359129626726998,6.694337206623083e-06
-0.2433129649641905,1.040198091999808e-05
